"transactionid";"customerid";"productid";"transactiondate";"quantity";"totalamount"
1049;1373;88;"2025-06-06 00:00:00";2;528.7
1050;967;67;"2025-08-13 00:00:00";2;406.94
1051;1921;161;"2025-10-15 00:00:00";2;793.52
1052;758;73;"2025-06-24 00:00:00";4;664.68
1053;649;292;"2025-08-07 00:00:00";5;1179.05
1054;2062;341;"2025-10-05 00:00:00";2;894.84
1055;1941;177;"2025-06-13 00:00:00";4;490.76
1056;2774;285;"2025-12-27 00:00:00";3;1362.03
1057;472;388;"2025-12-13 00:00:00";2;503.78
1058;913;500;"2025-11-26 00:00:00";4;1039.4
1059;2621;464;"2025-07-27 00:00:00";5;2246.6
1060;2388;213;"2025-12-04 00:00:00";5;1614.7
1061;234;81;"2025-07-18 00:00:00";5;1525.0
1062;437;324;"2026-01-11 00:00:00";3;658.77
1063;1927;249;"2026-01-27 00:00:00";2;498.26
1064;354;302;"2025-11-10 00:00:00";5;2115.2
1065;1576;458;"2025-05-01 00:00:00";2;85.06
1066;2466;458;"2026-04-01 00:00:00";4;170.12
1067;1145;378;"2025-09-29 00:00:00";3;370.05
1068;2256;12;"2025-09-20 00:00:00";3;638.94
1069;1236;31;"2026-03-27 00:00:00";2;648.04
1070;1538;386;"2026-02-20 00:00:00";2;612.52
1071;1845;330;"2026-04-03 00:00:00";3;1171.83
1072;2318;394;"2025-08-29 00:00:00";3;397.47
1073;2477;66;"2025-10-22 00:00:00";3;1331.1
1074;2669;204;"2025-04-07 00:00:00";4;763.6
1075;1878;283;"2025-12-22 00:00:00";4;1826.84
1076;1599;147;"2025-06-23 00:00:00";2;597.58
1077;2201;228;"2026-01-01 00:00:00";2;633.42
1078;785;1;"2025-06-01 00:00:00";2;525.02
1079;1124;327;"2025-04-08 00:00:00";1;463.23
1080;1729;491;"2025-11-05 00:00:00";5;1922.5
1081;1409;108;"2026-02-12 00:00:00";4;1866.52
1082;2221;47;"2025-10-03 00:00:00";1;440.87
1083;1558;241;"2025-04-26 00:00:00";4;114.08
1084;2283;196;"2025-09-19 00:00:00";1;18.83
1085;2535;160;"2025-06-19 00:00:00";3;1221.21
1086;1007;337;"2025-11-16 00:00:00";2;79.62
1087;1596;40;"2025-10-05 00:00:00";2;645.16
1088;184;496;"2025-04-23 00:00:00";1;498.26
1089;1964;265;"2025-08-13 00:00:00";2;968.32
1090;77;459;"2026-02-25 00:00:00";2;280.48
1091;786;353;"2025-12-01 00:00:00";5;1545.9
1092;2176;470;"2026-03-10 00:00:00";4;1986.56
1093;1339;214;"2025-11-22 00:00:00";1;95.1
1094;680;291;"2025-04-17 00:00:00";2;16.84
1095;2987;478;"2026-01-23 00:00:00";5;1686.45
1096;2666;149;"2026-01-29 00:00:00";1;289.84
1097;1426;378;"2025-07-12 00:00:00";5;616.75
1098;2612;382;"2025-09-08 00:00:00";1;299.64
1099;2169;280;"2025-05-07 00:00:00";3;1372.44
1100;1675;148;"2025-08-28 00:00:00";2;352.4
1101;1732;445;"2025-10-11 00:00:00";4;51.0
1102;423;255;"2025-10-08 00:00:00";3;1456.5
1103;2307;428;"2025-10-03 00:00:00";2;737.42
1104;1569;121;"2025-10-01 00:00:00";1;295.16
1105;451;116;"2026-03-25 00:00:00";5;2279.1
1106;1746;240;"2025-05-07 00:00:00";2;991.54
1107;1296;234;"2025-07-26 00:00:00";2;364.06
1108;905;158;"2026-03-03 00:00:00";3;1407.39
1109;1574;114;"2025-04-12 00:00:00";4;1717.04
1110;1649;203;"2026-04-04 00:00:00";3;1434.57
1111;1576;30;"2026-03-23 00:00:00";5;283.35
1112;545;60;"2025-11-07 00:00:00";5;1295.2
1113;2756;353;"2026-02-06 00:00:00";4;1236.72
1114;410;73;"2025-04-09 00:00:00";3;498.51
1115;2544;86;"2026-01-28 00:00:00";3;661.17
1116;2792;185;"2026-02-24 00:00:00";5;1160.45
1117;2962;428;"2025-07-03 00:00:00";2;737.42
1118;370;348;"2026-03-18 00:00:00";3;542.61
1119;1431;188;"2025-08-18 00:00:00";5;862.4
1120;995;494;"2025-07-06 00:00:00";5;634.55
1121;2622;403;"2026-03-01 00:00:00";1;277.32
1122;654;102;"2025-08-27 00:00:00";3;1396.35
1123;508;92;"2025-09-21 00:00:00";2;471.62
1124;2443;450;"2025-10-25 00:00:00";3;512.04
1125;866;119;"2025-07-28 00:00:00";1;369.31
1126;2555;135;"2025-09-14 00:00:00";4;781.6
1127;1519;327;"2025-05-04 00:00:00";4;1852.92
1128;220;171;"2026-02-10 00:00:00";4;147.92
1129;321;180;"2026-04-03 00:00:00";3;1005.96
1130;2292;176;"2025-06-13 00:00:00";2;69.88
1131;1023;483;"2025-06-14 00:00:00";1;304.94
1132;2928;249;"2025-09-17 00:00:00";3;747.39
1133;1340;99;"2025-11-25 00:00:00";3;571.53
1134;369;88;"2025-11-18 00:00:00";1;264.35
1135;287;227;"2025-04-20 00:00:00";4;1867.68
1136;1850;291;"2026-02-07 00:00:00";4;33.68
1137;1973;378;"2025-04-24 00:00:00";4;493.4
1138;162;159;"2025-06-14 00:00:00";2;960.06
1139;255;418;"2026-03-12 00:00:00";1;103.89
1140;1247;335;"2025-11-05 00:00:00";3;1178.22
1141;1614;116;"2025-04-10 00:00:00";3;1367.46
1142;2420;352;"2026-02-14 00:00:00";4;481.68
1143;93;267;"2025-09-19 00:00:00";3;224.34
1144;2103;55;"2025-11-01 00:00:00";1;190.29
1145;2430;323;"2025-06-22 00:00:00";5;1653.95
1146;2858;228;"2025-06-21 00:00:00";4;1266.84
1147;604;179;"2025-12-05 00:00:00";1;76.15
1148;355;335;"2025-09-09 00:00:00";1;392.74
1149;518;54;"2025-09-12 00:00:00";5;2195.3
1150;86;308;"2025-12-28 00:00:00";4;263.92
1151;2958;101;"2025-08-11 00:00:00";2;179.84
1152;2516;222;"2026-02-13 00:00:00";4;1336.76
1153;2319;356;"2025-04-27 00:00:00";5;466.8
1154;1960;495;"2025-06-23 00:00:00";1;423.27
1155;2113;319;"2026-03-10 00:00:00";1;331.48
1156;1311;304;"2025-11-17 00:00:00";5;433.75
1157;467;211;"2025-10-20 00:00:00";4;1274.52
1158;2148;204;"2025-04-20 00:00:00";4;763.6
1159;1138;423;"2026-03-08 00:00:00";3;1258.47
1160;2325;25;"2025-11-24 00:00:00";1;284.15
1161;2747;365;"2026-02-26 00:00:00";4;1086.76
1162;1597;242;"2025-11-28 00:00:00";5;1055.9
1163;2151;441;"2025-06-03 00:00:00";4;566.96
1164;1405;310;"2025-08-06 00:00:00";4;67.56
1165;2764;212;"2026-02-08 00:00:00";3;895.56
1166;615;85;"2025-07-21 00:00:00";4;1677.68
1167;1944;493;"2025-09-12 00:00:00";5;1526.85
1168;2145;397;"2026-03-24 00:00:00";5;1838.95
1169;1907;230;"2025-08-19 00:00:00";3;1317.66
1170;2588;17;"2025-08-27 00:00:00";2;556.7
1171;498;267;"2025-12-04 00:00:00";4;299.12
1172;2153;307;"2025-08-15 00:00:00";3;1189.11
1173;192;418;"2025-12-16 00:00:00";5;519.45
1174;296;282;"2026-03-26 00:00:00";1;54.08
1175;847;429;"2025-08-11 00:00:00";2;788.74
1176;2395;193;"2025-06-02 00:00:00";4;1259.84
1177;2917;243;"2025-09-25 00:00:00";4;1430.52
1178;2741;21;"2025-07-25 00:00:00";3;290.01
1179;2827;117;"2025-05-13 00:00:00";3;106.83
1180;943;14;"2025-11-28 00:00:00";4;1596.04
1181;691;191;"2025-09-27 00:00:00";2;237.34
1182;1180;247;"2025-11-30 00:00:00";2;524.0
1183;909;324;"2025-11-16 00:00:00";4;878.36
1184;124;53;"2025-09-22 00:00:00";4;982.2
1185;1971;198;"2025-09-07 00:00:00";5;1545.2
1186;1219;330;"2025-07-25 00:00:00";4;1562.44
1187;1444;312;"2025-04-09 00:00:00";2;318.12
1188;611;452;"2026-04-01 00:00:00";4;1431.48
1189;164;12;"2026-01-11 00:00:00";3;638.94
1190;414;296;"2025-04-16 00:00:00";1;289.36
1191;35;379;"2025-08-17 00:00:00";4;1565.8
1192;715;177;"2026-01-01 00:00:00";2;245.38
1193;1795;447;"2025-09-26 00:00:00";1;489.06
1194;1770;268;"2025-08-31 00:00:00";4;745.68
1195;1974;238;"2025-04-28 00:00:00";5;1189.1
1196;291;480;"2026-01-25 00:00:00";5;425.3
1197;1381;230;"2025-07-02 00:00:00";3;1317.66
1198;196;210;"2025-08-16 00:00:00";3;1391.22
1199;1100;60;"2025-07-09 00:00:00";2;518.08
1200;2635;170;"2026-01-25 00:00:00";1;272.99
1201;868;461;"2026-03-29 00:00:00";5;316.6
1202;1872;246;"2025-08-21 00:00:00";1;249.8
1203;63;169;"2025-06-20 00:00:00";4;878.44
1204;2005;384;"2025-09-16 00:00:00";3;518.28
1205;2836;244;"2026-03-28 00:00:00";4;1292.4
1206;2065;364;"2025-12-27 00:00:00";2;357.78
1207;2478;334;"2025-07-09 00:00:00";5;131.7
1208;882;144;"2025-05-05 00:00:00";1;188.56
1209;1515;394;"2025-06-13 00:00:00";1;132.49
1210;932;301;"2026-04-06 00:00:00";5;462.9
1211;224;315;"2026-02-02 00:00:00";4;1489.88
1212;2380;291;"2026-03-08 00:00:00";4;33.68
1213;1943;406;"2025-08-22 00:00:00";3;442.47
1214;1113;25;"2025-10-16 00:00:00";5;1420.75
1215;339;299;"2026-03-24 00:00:00";2;22.62
1216;126;44;"2025-04-12 00:00:00";3;1112.73
1217;220;297;"2025-12-07 00:00:00";4;866.28
1218;1756;334;"2025-08-05 00:00:00";5;131.7
1219;1166;475;"2026-02-15 00:00:00";3;895.5
1220;1122;112;"2025-09-13 00:00:00";3;1044.54
1221;1164;183;"2025-11-13 00:00:00";1;467.3
1222;327;337;"2026-04-03 00:00:00";2;79.62
1223;1093;88;"2025-05-27 00:00:00";4;1057.4
1224;770;161;"2025-11-11 00:00:00";1;396.76
1225;1574;344;"2025-08-30 00:00:00";3;1185.51
1226;1580;14;"2026-03-31 00:00:00";1;399.01
1227;595;483;"2026-02-19 00:00:00";1;304.94
1228;527;260;"2026-02-01 00:00:00";1;406.42
1229;1566;216;"2025-07-12 00:00:00";3;1276.26
1230;1386;487;"2025-10-13 00:00:00";3;620.25
1231;1246;267;"2025-12-22 00:00:00";1;74.78
1232;1665;343;"2025-10-29 00:00:00";5;533.45
1233;1947;252;"2025-11-12 00:00:00";4;1548.52
1234;422;397;"2025-11-19 00:00:00";5;1838.95
1235;2500;444;"2026-03-23 00:00:00";2;355.1
1236;2721;278;"2026-03-13 00:00:00";5;1261.45
1237;1783;400;"2025-07-27 00:00:00";2;436.16
1238;1880;405;"2025-11-03 00:00:00";4;1395.16
1239;2901;383;"2025-04-08 00:00:00";2;335.92
1240;2238;229;"2025-12-24 00:00:00";1;261.2
1241;1512;335;"2025-12-22 00:00:00";2;785.48
1242;2568;63;"2025-12-18 00:00:00";2;800.34
1243;2813;154;"2025-10-28 00:00:00";3;1210.17
1244;1092;251;"2025-08-03 00:00:00";3;92.52
1245;2070;242;"2025-09-18 00:00:00";3;633.54
1246;2203;243;"2025-07-25 00:00:00";4;1430.52
1247;820;186;"2025-12-07 00:00:00";2;593.68
1248;460;437;"2026-01-10 00:00:00";3;453.12
1249;977;389;"2025-12-26 00:00:00";5;1977.4
1250;1958;304;"2025-12-31 00:00:00";3;260.25
1251;2523;256;"2026-03-07 00:00:00";3;517.5
1252;896;397;"2025-07-18 00:00:00";1;367.79
1253;2448;343;"2025-10-13 00:00:00";3;320.07
1254;1111;471;"2025-10-03 00:00:00";1;319.29
1255;2668;495;"2025-07-27 00:00:00";1;423.27
1256;2101;374;"2025-10-07 00:00:00";1;154.97
1257;2639;75;"2025-05-29 00:00:00";2;556.84
1258;2206;270;"2025-12-31 00:00:00";1;207.15
1259;893;389;"2025-05-11 00:00:00";4;1581.92
1260;2777;371;"2025-07-27 00:00:00";3;1282.83
1261;2639;465;"2025-10-14 00:00:00";2;939.54
1262;1687;163;"2025-11-28 00:00:00";3;1182.69
1263;1021;107;"2025-10-24 00:00:00";5;288.5
1264;2141;367;"2025-04-14 00:00:00";5;2199.0
1265;1638;107;"2025-08-15 00:00:00";5;288.5
1266;2800;193;"2025-07-20 00:00:00";1;314.96
1267;573;353;"2025-08-19 00:00:00";3;927.54
1268;1754;189;"2025-09-14 00:00:00";1;278.6
1269;2375;18;"2025-12-20 00:00:00";4;1428.76
1270;2564;331;"2025-06-27 00:00:00";3;592.26
1271;2876;98;"2026-02-28 00:00:00";5;148.25
1272;289;287;"2025-06-24 00:00:00";3;1461.15
1273;2372;404;"2025-04-26 00:00:00";5;814.6
1274;977;379;"2026-02-09 00:00:00";3;1174.35
1275;196;107;"2026-03-05 00:00:00";3;173.1
1276;2778;347;"2025-11-11 00:00:00";4;1521.44
1277;2375;66;"2025-12-03 00:00:00";3;1331.1
1278;1740;103;"2025-11-19 00:00:00";1;374.75
1279;1493;23;"2026-04-06 00:00:00";5;763.15
1280;1618;296;"2026-01-12 00:00:00";3;868.08
1281;1100;93;"2025-08-03 00:00:00";2;499.82
1282;287;150;"2026-01-26 00:00:00";5;880.5
1283;1599;76;"2025-04-23 00:00:00";3;328.11
1284;2554;409;"2025-07-29 00:00:00";1;466.42
1285;445;13;"2025-06-04 00:00:00";2;702.18
1286;1920;491;"2025-12-04 00:00:00";5;1922.5
1287;2293;15;"2025-08-07 00:00:00";2;270.42
1288;94;190;"2025-05-24 00:00:00";4;1661.44
1289;887;452;"2025-04-14 00:00:00";3;1073.61
1290;1862;71;"2025-07-23 00:00:00";3;1244.19
1291;2579;368;"2025-07-10 00:00:00";4;283.08
1292;1692;106;"2025-04-29 00:00:00";2;299.7
1293;996;150;"2026-02-14 00:00:00";3;528.3
1294;2743;463;"2025-10-24 00:00:00";2;204.58
1295;106;327;"2025-12-24 00:00:00";3;1389.69
1296;2457;210;"2025-09-08 00:00:00";4;1854.96
1297;2904;452;"2025-09-20 00:00:00";4;1431.48
1298;1900;101;"2025-05-31 00:00:00";4;359.68
1299;2952;464;"2025-07-06 00:00:00";4;1797.28
1300;2604;432;"2025-07-23 00:00:00";2;24.48
1301;1043;340;"2025-07-02 00:00:00";3;844.5
1302;2297;356;"2025-09-29 00:00:00";2;186.72
1303;2012;472;"2026-02-18 00:00:00";5;1790.45
1304;1892;201;"2025-12-22 00:00:00";1;413.82
1305;1226;271;"2026-01-23 00:00:00";1;370.96
1306;891;117;"2025-04-29 00:00:00";1;35.61
1307;304;182;"2025-12-25 00:00:00";2;934.38
1308;239;352;"2025-11-08 00:00:00";1;120.42
1309;2000;489;"2025-12-11 00:00:00";1;174.2
1310;479;5;"2025-08-22 00:00:00";2;20.54
1311;2955;426;"2026-02-09 00:00:00";1;407.33
1312;142;409;"2025-08-05 00:00:00";2;932.84
1313;107;104;"2025-08-24 00:00:00";4;1116.56
1314;971;56;"2025-09-16 00:00:00";5;26.45
1315;1666;174;"2025-08-28 00:00:00";5;162.95
1316;574;273;"2025-05-31 00:00:00";3;993.18
1317;55;361;"2025-05-25 00:00:00";3;1485.87
1318;176;361;"2026-03-22 00:00:00";1;495.29
1319;2514;479;"2026-04-05 00:00:00";5;777.85
1320;2156;453;"2025-05-03 00:00:00";1;185.96
1321;2602;497;"2025-09-07 00:00:00";5;248.8
1322;413;348;"2026-02-21 00:00:00";2;361.74
1323;1684;352;"2025-07-01 00:00:00";1;120.42
1324;2693;209;"2026-03-15 00:00:00";2;438.06
1325;719;120;"2025-10-07 00:00:00";4;918.28
1326;643;370;"2025-12-14 00:00:00";4;839.92
1327;2552;315;"2025-09-03 00:00:00";2;744.94
1328;2884;334;"2026-01-11 00:00:00";5;131.7
1329;1965;484;"2026-01-08 00:00:00";3;818.1
1330;237;197;"2025-06-07 00:00:00";2;12.64
1331;570;258;"2026-04-05 00:00:00";5;1521.2
1332;1721;283;"2025-08-20 00:00:00";5;2283.55
1333;783;70;"2025-07-13 00:00:00";4;519.64
1334;1470;303;"2025-08-04 00:00:00";5;277.3
1335;2039;355;"2026-01-07 00:00:00";5;2220.05
1336;1109;173;"2025-06-13 00:00:00";1;263.69
1337;1172;418;"2025-07-01 00:00:00";3;311.67
1338;1432;349;"2025-06-25 00:00:00";4;1545.6
1339;2904;31;"2025-09-17 00:00:00";3;972.06
1340;2948;194;"2025-07-03 00:00:00";1;291.68
1341;765;272;"2025-08-26 00:00:00";2;938.48
1342;1954;170;"2026-02-08 00:00:00";5;1364.95
1343;2892;495;"2025-05-02 00:00:00";5;2116.35
1344;789;404;"2025-04-16 00:00:00";2;325.84
1345;2938;28;"2026-02-21 00:00:00";3;1151.1
1346;2787;233;"2025-12-15 00:00:00";4;976.48
1347;1973;452;"2025-11-30 00:00:00";3;1073.61
1348;1782;386;"2025-06-09 00:00:00";5;1531.3
1349;1654;88;"2025-07-12 00:00:00";4;1057.4
1350;2046;170;"2025-06-18 00:00:00";3;818.97
1351;755;435;"2025-08-30 00:00:00";1;425.94
1352;117;470;"2025-09-01 00:00:00";4;1986.56
1353;1442;172;"2025-11-23 00:00:00";4;21.44
1354;2885;188;"2025-08-12 00:00:00";5;862.4
1355;1054;151;"2026-01-23 00:00:00";4;1004.36
1356;2403;393;"2025-09-21 00:00:00";5;1217.5
1357;136;431;"2025-05-29 00:00:00";2;720.38
1358;2344;449;"2025-07-19 00:00:00";5;728.05
1359;616;37;"2026-01-12 00:00:00";5;117.15
1360;2761;310;"2026-02-09 00:00:00";1;16.89
1361;556;306;"2026-01-27 00:00:00";3;887.19
1362;2299;71;"2026-02-08 00:00:00";2;829.46
1363;991;462;"2025-11-17 00:00:00";1;11.63
1364;2121;429;"2025-11-09 00:00:00";3;1183.11
1365;738;13;"2025-11-30 00:00:00";5;1755.45
1366;2059;496;"2026-01-13 00:00:00";4;1993.04
1367;1408;408;"2025-12-16 00:00:00";1;87.95
1368;405;283;"2025-09-02 00:00:00";3;1370.13
1369;2178;494;"2025-10-04 00:00:00";2;253.82
1370;2500;211;"2025-06-13 00:00:00";2;637.26
1371;841;266;"2025-10-26 00:00:00";4;1534.16
1372;919;157;"2025-07-08 00:00:00";1;445.7
1373;77;404;"2025-05-22 00:00:00";3;488.76
1374;2431;77;"2026-01-18 00:00:00";5;446.95
1375;89;63;"2025-11-13 00:00:00";4;1600.68
1376;2847;190;"2026-03-10 00:00:00";1;415.36
1377;302;266;"2025-08-06 00:00:00";3;1150.62
1378;972;58;"2025-12-20 00:00:00";1;104.04
1379;1463;211;"2025-12-18 00:00:00";1;318.63
1380;2060;385;"2025-08-11 00:00:00";3;1169.55
1381;2801;464;"2025-12-20 00:00:00";4;1797.28
1382;1273;294;"2025-05-09 00:00:00";3;20.73
1383;2405;160;"2025-12-25 00:00:00";5;2035.35
1384;599;364;"2026-03-23 00:00:00";5;894.45
1385;1907;370;"2026-03-10 00:00:00";4;839.92
1386;1954;30;"2025-10-07 00:00:00";5;283.35
1387;2770;37;"2025-05-08 00:00:00";4;93.72
1388;2139;24;"2025-05-17 00:00:00";4;1831.4
1389;2686;337;"2025-08-19 00:00:00";3;119.43
1390;1735;412;"2026-01-12 00:00:00";4;757.32
1391;976;492;"2025-07-29 00:00:00";1;13.3
1392;782;297;"2025-09-07 00:00:00";2;433.14
1393;118;202;"2025-08-29 00:00:00";2;295.38
1394;2053;456;"2026-03-05 00:00:00";3;1368.06
1395;594;35;"2025-11-27 00:00:00";5;213.2
1396;1606;362;"2025-04-21 00:00:00";4;886.56
1397;1166;27;"2025-07-26 00:00:00";1;160.38
1398;2112;469;"2025-07-03 00:00:00";5;25.5
1399;2303;28;"2025-11-14 00:00:00";1;383.7
1400;1372;169;"2025-09-02 00:00:00";1;219.61
1401;1452;202;"2026-03-29 00:00:00";3;443.07
1402;2446;286;"2026-03-22 00:00:00";3;1153.11
1403;447;296;"2025-06-25 00:00:00";3;868.08
1404;1062;271;"2025-07-28 00:00:00";5;1854.8
1405;1043;221;"2025-12-14 00:00:00";2;213.0
1406;67;233;"2026-03-25 00:00:00";1;244.12
1407;1442;480;"2025-05-08 00:00:00";2;170.12
1408;2182;238;"2025-10-11 00:00:00";1;237.82
1409;2190;246;"2025-05-01 00:00:00";4;999.2
1410;1623;293;"2025-04-28 00:00:00";5;424.4
1411;2827;152;"2025-04-24 00:00:00";4;1484.36
1412;1481;360;"2026-01-01 00:00:00";4;905.0
1413;627;306;"2025-09-23 00:00:00";3;887.19
1414;620;440;"2026-02-24 00:00:00";2;859.46
1415;35;191;"2025-09-04 00:00:00";4;474.68
1416;1933;438;"2025-10-13 00:00:00";4;253.04
1417;1268;16;"2026-01-29 00:00:00";1;286.67
1418;1278;425;"2026-02-01 00:00:00";3;1136.58
1419;1174;348;"2025-09-29 00:00:00";1;180.87
1420;294;358;"2025-04-15 00:00:00";2;754.7
1421;60;111;"2025-07-26 00:00:00";3;1056.54
1422;306;238;"2026-02-12 00:00:00";3;713.46
1423;2555;421;"2025-11-04 00:00:00";2;638.44
1424;1466;375;"2025-11-18 00:00:00";5;1956.75
1425;819;479;"2025-12-04 00:00:00";3;466.71
1426;2050;124;"2025-07-12 00:00:00";5;1158.9
1427;469;476;"2025-12-17 00:00:00";3;222.51
1428;854;375;"2026-04-06 00:00:00";3;1174.05
1429;979;130;"2025-11-20 00:00:00";4;489.8
1430;302;466;"2025-06-08 00:00:00";5;787.35
1431;16;177;"2025-12-25 00:00:00";3;368.07
1432;2492;165;"2025-05-08 00:00:00";2;869.1
1433;1785;463;"2026-01-09 00:00:00";5;511.45
1434;2361;212;"2026-01-27 00:00:00";5;1492.6
1435;711;163;"2026-03-28 00:00:00";1;394.23
1436;2868;497;"2025-11-26 00:00:00";4;199.04
1437;429;308;"2025-09-16 00:00:00";1;65.98
1438;29;314;"2025-07-19 00:00:00";4;1732.88
1439;1275;13;"2025-10-17 00:00:00";1;351.09
1440;2048;447;"2025-09-01 00:00:00";1;489.06
1441;1267;281;"2025-08-09 00:00:00";4;1740.0
1442;807;474;"2025-11-20 00:00:00";3;1453.95
1443;1204;62;"2026-03-05 00:00:00";4;1002.72
1444;1022;117;"2025-09-06 00:00:00";4;142.44
1445;2032;310;"2026-03-06 00:00:00";4;67.56
1446;2352;273;"2025-08-04 00:00:00";4;1324.24
1447;1127;461;"2026-02-13 00:00:00";1;63.32
1448;1267;187;"2025-04-16 00:00:00";5;1925.75
1449;2499;131;"2025-10-12 00:00:00";1;125.55
1450;2721;3;"2025-05-21 00:00:00";1;236.44
1451;2614;87;"2025-05-13 00:00:00";5;826.2
1452;2834;120;"2025-05-22 00:00:00";2;459.14
1453;1860;487;"2025-12-06 00:00:00";5;1033.75
1454;1939;227;"2025-09-03 00:00:00";3;1400.76
1455;2962;208;"2025-10-17 00:00:00";4;1504.6
1456;784;4;"2026-04-05 00:00:00";5;965.5
1457;1098;53;"2026-02-06 00:00:00";4;982.2
1458;468;145;"2026-03-18 00:00:00";4;357.88
1459;836;450;"2025-10-12 00:00:00";4;682.72
1460;2919;99;"2025-06-18 00:00:00";3;571.53
1461;2085;328;"2026-01-28 00:00:00";5;1760.75
1462;1129;188;"2026-03-24 00:00:00";1;172.48
1463;2695;103;"2025-09-13 00:00:00";4;1499.0
1464;1748;408;"2025-06-03 00:00:00";4;351.8
1465;461;92;"2025-05-28 00:00:00";1;235.81
1466;2831;69;"2026-04-01 00:00:00";1;150.12
1467;85;336;"2025-12-27 00:00:00";1;30.73
1468;2121;180;"2025-07-27 00:00:00";3;1005.96
1469;1065;463;"2025-08-27 00:00:00";3;306.87
1470;1287;262;"2026-02-16 00:00:00";2;904.66
1471;2331;200;"2025-10-24 00:00:00";2;686.88
1472;2934;308;"2025-12-20 00:00:00";3;197.94
1473;1247;477;"2025-04-28 00:00:00";3;1025.25
1474;2861;385;"2025-11-15 00:00:00";1;389.85
1475;1406;464;"2025-05-25 00:00:00";2;898.64
1476;8;99;"2025-10-03 00:00:00";1;190.51
1477;2215;337;"2025-09-06 00:00:00";2;79.62
1478;655;304;"2025-05-30 00:00:00";4;347.0
1479;778;168;"2026-03-08 00:00:00";3;1061.91
1480;312;488;"2026-02-27 00:00:00";5;131.6
1481;1139;257;"2026-02-23 00:00:00";2;300.04
1482;1241;262;"2025-08-28 00:00:00";1;452.33
1483;1464;54;"2025-08-21 00:00:00";5;2195.3
1484;1623;303;"2025-08-11 00:00:00";3;166.38
1485;192;446;"2025-12-13 00:00:00";1;325.56
1486;2203;381;"2025-04-24 00:00:00";5;1183.4
1487;2182;109;"2025-11-27 00:00:00";5;2246.0
1488;2775;341;"2025-08-02 00:00:00";3;1342.26
1489;850;312;"2025-05-21 00:00:00";4;636.24
1490;2269;9;"2026-01-24 00:00:00";1;137.52
1491;198;497;"2025-04-18 00:00:00";3;149.28
1492;2223;440;"2025-08-14 00:00:00";4;1718.92
1493;516;399;"2026-03-23 00:00:00";1;21.25
1494;730;68;"2025-06-24 00:00:00";2;555.86
1495;27;354;"2026-02-07 00:00:00";5;170.8
1496;2383;161;"2025-07-24 00:00:00";3;1190.28
1497;283;152;"2025-11-15 00:00:00";4;1484.36
1498;583;486;"2025-09-09 00:00:00";2;33.44
1499;433;332;"2025-09-27 00:00:00";1;195.89
1500;1328;24;"2026-04-03 00:00:00";1;457.85
1501;2297;327;"2026-02-27 00:00:00";2;926.46
1502;1211;184;"2025-08-08 00:00:00";3;991.14
1503;1859;226;"2025-06-12 00:00:00";5;332.25
1504;1694;391;"2026-01-21 00:00:00";2;813.74
1505;1317;47;"2025-08-13 00:00:00";5;2204.35
1506;2100;409;"2025-09-08 00:00:00";3;1399.26
1507;761;352;"2025-07-06 00:00:00";1;120.42
1508;613;73;"2025-06-23 00:00:00";2;332.34
1509;17;93;"2025-10-11 00:00:00";3;749.73
1510;526;494;"2025-11-04 00:00:00";4;507.64
1511;1614;369;"2026-01-20 00:00:00";4;878.12
1512;1760;330;"2025-07-02 00:00:00";1;390.61
1513;795;281;"2025-05-10 00:00:00";1;435.0
1514;2687;102;"2025-08-22 00:00:00";2;930.9
1515;1135;143;"2025-09-12 00:00:00";2;169.36
1516;1950;198;"2025-12-16 00:00:00";3;927.12
1517;1016;293;"2025-12-07 00:00:00";4;339.52
1518;721;395;"2025-05-23 00:00:00";5;1933.6
1519;802;86;"2026-01-12 00:00:00";5;1101.95
1520;685;212;"2025-06-04 00:00:00";4;1194.08
1521;141;406;"2025-09-16 00:00:00";4;589.96
1522;2904;352;"2026-02-15 00:00:00";5;602.1
1523;2687;312;"2026-01-03 00:00:00";1;159.06
1524;264;239;"2025-06-11 00:00:00";3;641.67
1525;527;375;"2025-04-25 00:00:00";1;391.35
1526;2678;252;"2025-04-24 00:00:00";2;774.26
1527;2440;399;"2025-05-29 00:00:00";1;21.25
1528;2148;211;"2025-10-15 00:00:00";1;318.63
1529;1339;246;"2025-12-18 00:00:00";3;749.4
1530;1926;198;"2025-10-04 00:00:00";4;1236.16
1531;680;178;"2025-08-20 00:00:00";2;974.92
1532;1940;92;"2026-03-05 00:00:00";4;943.24
1533;2920;330;"2025-11-18 00:00:00";5;1953.05
1534;1693;332;"2025-04-25 00:00:00";4;783.56
1535;1202;297;"2025-10-19 00:00:00";1;216.57
1536;1658;329;"2026-02-23 00:00:00";5;2002.8
1537;76;459;"2025-08-18 00:00:00";2;280.48
1538;1565;289;"2025-10-31 00:00:00";2;183.74
1539;2313;88;"2025-05-08 00:00:00";3;793.05
1540;1658;156;"2025-04-28 00:00:00";1;336.67
1541;1546;91;"2025-05-26 00:00:00";4;1208.52
1542;2979;49;"2025-06-07 00:00:00";3;1467.66
1543;1037;421;"2025-12-16 00:00:00";5;1596.1
1544;2217;213;"2025-09-03 00:00:00";5;1614.7
1545;815;205;"2025-06-03 00:00:00";5;2386.4
1546;2896;63;"2025-09-25 00:00:00";5;2000.85
1547;1295;261;"2026-04-01 00:00:00";2;539.34
